school,conference,season,player,avg,gp,ab,r,h,2b,3b,hr,rbi,bb,so,sb,obp,slg
Marymount University (VA),Atlantic East,2025,"Folmar, Jake",0.5,5-0,2,4,1,0,0,0,1,0,0,0-0,0.5,0.5
Marymount University (VA),Atlantic East,2025,"Schick, Evan",0.4,15-9,35,9,14,2,0,0,9,5,5,0-0,0.467,0.457
Marymount University (VA),Atlantic East,2025,"Alvarez, William",0.345,12-8,29,6,10,3,1,1,7,1,6,2-2,0.375,0.621
Marymount University (VA),Atlantic East,2025,"Swekosky, Francis",0.333,11-4,18,6,6,1,0,0,2,7,7,1-1,0.538,0.389
Marymount University (VA),Atlantic East,2025,"Lucadamo, Christian",0.333,5-0,6,0,2,0,0,0,0,1,1,0-0,0.429,0.333
Marymount University (VA),Atlantic East,2025,"Fernandez, Daniel",0.313,29-22,64,19,20,1,0,0,11,11,11,2-2,0.438,0.328
Marymount University (VA),Atlantic East,2025,"Wright, Ryan",0.31,19-9,42,11,13,0,0,0,9,3,9,2-3,0.348,0.31
Marymount University (VA),Atlantic East,2025,"Kern, Jack",0.308,6-4,13,4,4,1,0,0,5,3,1,0-0,0.438,0.385
Marymount University (VA),Atlantic East,2025,"Farmakides, Anthony",0.25,21-6,32,6,8,3,0,0,3,1,6,1-1,0.333,0.344
Marymount University (VA),Atlantic East,2025,"Ellenburg, Gray",0.241,15-10,29,9,7,0,0,0,2,10,6,0-0,0.452,0.241
Marymount University (VA),Atlantic East,2025,"Carbonell, Joshmar",0.174,22-10,23,7,4,0,0,1,2,13,6,5-5,0.5,0.304
Marymount University (VA),Atlantic East,2025,"Kramp, Joseph",0.167,9-5,18,3,3,0,0,0,1,2,8,1-1,0.25,0.167
Marymount University (VA),Atlantic East,2025,"Cunningham, Colby",0.167,6-0,6,2,1,1,0,0,2,2,3,0-0,0.375,0.333
Marymount University (VA),Atlantic East,2025,"Sadler, Seth",0.154,15-4,13,2,2,0,0,0,3,4,3,0-0,0.389,0.154
Marymount University (VA),Atlantic East,2024,"Leitzel, Bobby",0.361,42-42,169,49,61,10,2,2,29,17,15,15-19,0.429,0.479
Marymount University (VA),Atlantic East,2024,"Knoess, Kevin",0.357,42-40,143,29,51,6,0,0,33,20,16,12-16,0.429,0.399
Marymount University (VA),Atlantic East,2024,"Cuadros, Ryan",0.355,42-41,152,38,54,11,2,1,47,25,22,14-18,0.45,0.474
Marymount University (VA),Atlantic East,2024,"Reilly, Alec",0.344,40-35,122,31,42,8,4,4,26,25,24,7-8,0.477,0.574
Marymount University (VA),Atlantic East,2024,"McMath, Jonathan",0.341,40-39,135,38,46,10,2,9,45,28,30,4-9,0.47,0.644
Marymount University (VA),Atlantic East,2024,"Dickson, Jordan",0.34,38-31,97,27,33,5,2,0,15,21,10,2-3,0.488,0.433
Marymount University (VA),Atlantic East,2024,"Via, Quincy",0.333,40-34,132,39,44,6,2,3,35,16,23,24-30,0.408,0.477
Marymount University (VA),Atlantic East,2024,"Moffett, Robert",0.25,39-22,68,10,17,2,0,0,7,7,16,3-4,0.346,0.279
Marymount University (VA),Atlantic East,2024,"Singleton, Chad",0.25,36-26,64,6,16,1,0,0,14,9,17,1-1,0.38,0.266
Marymount University (VA),Atlantic East,2024,"George, Trevor",1.0,1-0,1,0,1,0,0,0,0,0,0,0-0,1.0,1.0
Marymount University (VA),Atlantic East,2024,"Lovins, Tristan",0.375,5-1,8,1,3,0,0,0,2,1,4,1-1,0.444,0.375
Marymount University (VA),Atlantic East,2024,"Quinn, Sean",0.333,15-1,9,0,3,1,0,0,6,0,4,0-0,0.3,0.444
Marymount University (VA),Atlantic East,2024,"Schaeb, Andrew",0.327,18-15,49,13,16,4,1,0,11,9,17,8-8,0.424,0.449
Marymount University (VA),Atlantic East,2024,"Sodano, Craig",0.282,25-8,39,7,11,1,0,1,8,7,8,1-1,0.417,0.385
Marymount University (VA),Atlantic East,2024,"Fernandez, Daniel",0.277,28-17,47,11,13,0,0,0,7,5,9,1-3,0.4,0.277
Marymount University (VA),Atlantic East,2024,"Beavers, Jay",0.213,32-13,47,6,10,1,0,0,5,5,12,0-1,0.345,0.234
Marymount University (VA),Atlantic East,2024,"Kern, Jack",0.2,3-0,5,2,1,1,0,0,3,0,2,0-0,0.2,0.4
Marymount University (VA),Atlantic East,2024,"Baker, Jimmy",0.182,14-4,22,3,4,1,0,0,2,3,3,1-1,0.308,0.227
Marymount University (VA),Atlantic East,2024,"Trapanese, Nick",0.167,5-0,6,0,1,1,0,0,2,0,1,0-0,0.167,0.333
Marymount University (VA),Atlantic East,2024,"Wright, Ryan",0.15,20-4,20,9,3,0,0,0,0,6,4,1-1,0.346,0.15
Marymount University (VA),Atlantic East,2024,"Kramp, Joseph",0.125,10-4,16,1,2,0,0,0,5,1,4,0-0,0.158,0.125
Marymount University (VA),Atlantic East,2024,"Hayes, Jordan",0.0,20-1,8,7,0,0,0,0,0,2,7,3-3,0.2,0.0
Marymount University (VA),Atlantic East,2024,"Grebin, Kaleikaumaka",0.0,4-0,3,1,0,0,0,0,1,1,2,0-0,0.333,0.0
Marymount University (VA),Atlantic East,2024,"Cunningham, Colby",0.0,1-1,2,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2024,"Shabosky, Cole",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2024,"Ellenburg, Gray",0.0,2-0,0,1,0,0,0,0,0,0,0,1-1,0.0,0.0
Marymount University (VA),Atlantic East,2023,"Leitzel, Bobby",0.358,40-40,159,35,57,9,2,0,14,16,30,19-22,0.415,0.44
Marymount University (VA),Atlantic East,2023,"Maylie, Ryan",0.305,37-33,118,15,36,9,0,2,32,9,16,1-2,0.37,0.432
Marymount University (VA),Atlantic East,2023,"Smith, Bryce",0.293,40-40,147,24,43,7,0,4,23,14,22,3-4,0.349,0.422
Marymount University (VA),Atlantic East,2023,"Doggett, Blake",0.287,33-28,94,11,27,4,0,1,17,14,26,3-3,0.384,0.362
Marymount University (VA),Atlantic East,2023,"Sodano, Craig",0.27,31-25,89,14,24,3,1,5,15,5,26,2-2,0.343,0.494
Marymount University (VA),Atlantic East,2023,"Dickson, Jordan",0.266,41-41,128,18,34,7,0,1,15,17,12,4-5,0.362,0.344
Marymount University (VA),Atlantic East,2023,"Baker, Jimmy",0.239,37-35,109,20,26,9,0,0,6,21,14,0-0,0.378,0.321
Marymount University (VA),Atlantic East,2023,"Moffett, Robert",0.308,27-20,65,14,20,1,0,0,6,11,8,3-5,0.446,0.323
Marymount University (VA),Atlantic East,2023,"Via, Quincy",0.294,17-12,34,8,10,2,0,0,7,3,9,6-6,0.4,0.353
Marymount University (VA),Atlantic East,2023,"Schaeb, Andrew",0.286,17-14,14,3,4,2,0,0,3,1,4,0-0,0.313,0.429
Marymount University (VA),Atlantic East,2023,"Kramp, Joseph",0.256,18-13,39,11,10,0,0,3,6,11,12,3-4,0.453,0.487
Marymount University (VA),Atlantic East,2023,"Clarkson, Cam",0.25,16-2,20,4,5,2,0,1,7,4,8,0-0,0.385,0.5
Marymount University (VA),Atlantic East,2023,"Cuadros, Ryan",0.239,21-18,46,6,11,1,0,3,14,7,14,4-4,0.327,0.457
Marymount University (VA),Atlantic East,2023,"Singleton, Chad",0.233,25-15,43,4,10,1,0,0,7,3,8,0-0,0.298,0.256
Marymount University (VA),Atlantic East,2023,"Fabre, Ryo",0.214,30-25,84,8,18,2,0,0,6,7,17,0-0,0.269,0.238
Marymount University (VA),Atlantic East,2023,"Nathan, Max",0.211,9-4,19,5,4,1,0,0,1,2,5,0-0,0.286,0.263
Marymount University (VA),Atlantic East,2023,"Ferrara, Remigio",0.143,6-2,7,1,1,0,0,0,0,0,1,0-0,0.143,0.143
Marymount University (VA),Atlantic East,2023,"Cable, Robby",0.067,22-10,30,3,2,0,0,0,3,2,7,1-1,0.125,0.067
Marymount University (VA),Atlantic East,2023,"Wright, Ryan",0.0,22-2,13,3,0,0,0,0,0,1,5,0-0,0.071,0.0
Marymount University (VA),Atlantic East,2023,"Cunningham, Colby",0.0,4-2,8,1,0,0,0,0,0,1,3,0-0,0.111,0.0
Marymount University (VA),Atlantic East,2023,"Barrie, John",0.0,10-0,5,1,0,0,0,0,0,0,2,1-1,0.0,0.0
Marymount University (VA),Atlantic East,2023,"Hayes, Jordan",0.0,9-1,3,2,0,0,0,0,0,1,3,0-0,0.25,0.0
Marymount University (VA),Atlantic East,2023,"Kern, Jack",0.0,1-0,3,2,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2023,"Lovins, Tristan",0.0,2-0,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2023,"Trapanese, Nick",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Smith, Bryce",0.385,44-44,156,36,60,13,2,6,40,29,26,3-5,0.487,0.609
Marymount University (VA),Atlantic East,2022,"Dickson, Jordan",0.383,44-43,141,44,54,11,0,2,33,23,20,9-10,0.494,0.504
Marymount University (VA),Atlantic East,2022,"Lemery, Alex",0.366,44-44,161,55,59,11,2,7,45,26,19,14-15,0.463,0.59
Marymount University (VA),Atlantic East,2022,"Fabre, Ryo",0.341,38-38,138,29,47,5,0,3,27,12,20,3-5,0.4,0.442
Marymount University (VA),Atlantic East,2022,"Baker, Jimmy",0.32,44-44,147,30,47,9,1,2,35,24,29,4-6,0.436,0.435
Marymount University (VA),Atlantic East,2022,"Lee, Ryan",0.301,42-42,136,28,41,9,0,5,32,22,33,1-2,0.415,0.478
Marymount University (VA),Atlantic East,2022,"Maylie, Ryan",0.298,39-35,121,25,36,9,0,3,17,17,19,1-1,0.387,0.446
Marymount University (VA),Atlantic East,2022,"Cable, Robby",0.266,39-37,109,27,29,4,1,0,20,18,35,8-10,0.424,0.321
Marymount University (VA),Atlantic East,2022,"Barrie, John",0.5,6-0,2,4,1,0,0,0,1,1,1,1-1,0.667,0.5
Marymount University (VA),Atlantic East,2022,"Burke, Mason",0.462,13-3,13,6,6,1,0,0,3,4,0,0-0,0.611,0.538
Marymount University (VA),Atlantic East,2022,"Kramp, Joseph",0.333,2-0,3,1,1,0,0,0,0,0,0,0-0,0.333,0.333
Marymount University (VA),Atlantic East,2022,"Sodano, Craig",0.304,13-6,23,9,7,1,0,0,1,4,9,2-2,0.484,0.348
Marymount University (VA),Atlantic East,2022,"Nathan, Max",0.286,6-1,7,3,2,1,0,0,4,2,1,0-0,0.455,0.429
Marymount University (VA),Atlantic East,2022,"Ferrara, Remigio",0.258,28-5,31,3,8,2,0,0,2,2,8,0-0,0.324,0.323
Marymount University (VA),Atlantic East,2022,"Hayes, Jordan",0.25,14-0,4,4,1,0,0,0,1,1,2,2-3,0.4,0.25
Marymount University (VA),Atlantic East,2022,"Kurzrock, David",0.218,31-28,87,16,19,5,0,2,21,9,28,2-2,0.32,0.345
Marymount University (VA),Atlantic East,2022,"Singleton, Chad",0.167,18-11,30,11,5,1,0,0,5,9,7,0-0,0.405,0.2
Marymount University (VA),Atlantic East,2022,"Krooner, Nicholas",0.143,8-1,7,2,1,0,0,0,0,3,2,0-0,0.4,0.143
Marymount University (VA),Atlantic East,2022,"Moffett, Robert",0.125,6-5,8,0,1,0,0,0,2,1,1,0-1,0.333,0.125
Marymount University (VA),Atlantic East,2022,"Frank, Kenny",0.118,20-2,17,4,2,0,0,2,8,9,6,0-0,0.423,0.471
Marymount University (VA),Atlantic East,2022,"Robson, Spencer",0.083,6-3,12,1,1,0,0,1,3,2,3,0-0,0.214,0.333
Marymount University (VA),Atlantic East,2022,"Lovins, Tristan",0.0,8-1,9,2,0,0,0,0,0,2,4,0-0,0.25,0.0
Marymount University (VA),Atlantic East,2022,"Wright, Ryan",0.0,25-2,8,3,0,0,0,0,0,2,5,0-0,0.2,0.0
Marymount University (VA),Atlantic East,2022,"Muirhead, David",0.0,15-2,3,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Kelley, Brett",0.0,13-2,2,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Morick, Jack",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Burhenn, Ben",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Weaver, Khenyen",0.0,2-0,1,0,0,0,0,0,1,0,0,0-0,0.5,0.0
Marymount University (VA),Atlantic East,2022,"Sebastino, Gabriel",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marymount University (VA),Atlantic East,2022,"Heil, Dylan",0.0,5-0,0,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2026,"Ayers, Joel",0.373,43-43,153,42,57,10,2,2,33,30,21,6-9,0.485,0.503
Marywood University,Atlantic East,2026,"Bott, Cam",0.361,42-42,144,38,52,6,4,0,18,17,22,20-21,0.446,0.458
Marywood University,Atlantic East,2026,"Kuzior, AJ",0.349,43-43,149,37,52,13,1,7,38,21,24,2-3,0.459,0.591
Marywood University,Atlantic East,2026,"Biskup, Mike",0.336,43-41,152,39,51,12,9,1,24,17,28,1-1,0.411,0.553
Marywood University,Atlantic East,2026,"Reccek, Ethan",0.309,36-35,123,18,38,3,0,2,24,15,16,2-2,0.397,0.382
Marywood University,Atlantic East,2026,"Ginsberg, Adam",0.303,42-42,155,38,47,13,1,0,27,21,16,4-4,0.427,0.4
Marywood University,Atlantic East,2026,"Ruiz, Nick",0.291,34-24,79,14,23,6,1,0,10,17,13,2-2,0.423,0.392
Marywood University,Atlantic East,2026,"Bruder, Evan",0.277,41-41,155,32,43,3,1,0,34,25,6,2-3,0.386,0.31
Marywood University,Atlantic East,2026,"Vicendese, Tanner",0.268,38-35,123,17,33,6,1,0,25,6,8,6-8,0.314,0.333
Marywood University,Atlantic East,2026,"Robinson, Jaylen",0.417,7-1,12,1,5,0,0,0,3,1,3,0-0,0.462,0.417
Marywood University,Atlantic East,2026,"Church, Watson",0.4,18-15,55,10,22,4,0,1,19,5,5,0-1,0.46,0.527
Marywood University,Atlantic East,2026,"Levine, Ethan",0.357,10-3,14,4,5,0,0,0,6,3,0,2-2,0.471,0.357
Marywood University,Atlantic East,2026,"Aguiar, Dayton",0.333,14-1,6,6,2,0,0,1,5,1,1,1-1,0.375,0.833
Marywood University,Atlantic East,2026,"Rasimovich, Connor",0.3,9-2,10,3,3,1,0,1,3,2,1,0-0,0.467,0.7
Marywood University,Atlantic East,2026,"Soberal, Jalen",0.244,16-15,41,16,10,2,0,0,5,9,9,2-3,0.439,0.293
Marywood University,Atlantic East,2026,"McCain, Coleman",0.231,10-3,13,1,3,0,0,0,5,3,5,1-1,0.353,0.231
Marywood University,Atlantic East,2026,"Bowerman, Tim",0.0,3-0,4,0,0,0,0,0,1,0,2,0-0,0.0,0.0
Marywood University,Atlantic East,2026,"Bordick, Anden",0.0,3-1,3,1,0,0,0,0,2,3,1,0-0,0.429,0.0
Marywood University,Atlantic East,2026,"Fagnant, Matt",0.0,8-0,3,0,0,0,0,0,0,0,2,0-0,0.25,0.0
Marywood University,Atlantic East,2026,"Thomas, Ryan",0.0,4-0,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marywood University,Atlantic East,2026,"Hudson, Will",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marywood University,Atlantic East,2026,"Wells, Avery",0.0,7-0,1,2,0,0,0,0,0,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2026,"Hawke, Lawson",0.0,1-0,0,0,0,0,0,0,1,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2025,"Gatchalian, Tristan",0.4,32-32,125,33,50,16,2,5,32,10,13,5-6,0.476,0.68
Marywood University,Atlantic East,2025,"Kuzior, AJ",0.355,28-20,62,9,22,5,0,2,16,12,10,0-0,0.506,0.532
Marywood University,Atlantic East,2025,"Giannetti, AJ",0.33,33-33,109,24,36,9,0,3,28,18,9,1-2,0.448,0.495
Marywood University,Atlantic East,2025,"Ayers, Joel",0.326,37-37,138,30,45,6,2,0,21,19,26,3-3,0.426,0.399
Marywood University,Atlantic East,2025,"Bruder, Evan",0.323,28-28,99,22,32,3,0,0,11,16,14,5-5,0.421,0.354
Marywood University,Atlantic East,2025,"Michak, Christian",0.278,37-37,133,41,37,6,3,3,19,24,28,38-42,0.443,0.436
Marywood University,Atlantic East,2025,"Ginsberg, Adam",0.268,36-36,123,23,33,7,2,2,21,16,15,3-6,0.388,0.407
Marywood University,Atlantic East,2025,"Vicendese, Tanner",0.26,31-31,104,16,27,6,1,1,14,11,6,9-11,0.35,0.365
Marywood University,Atlantic East,2025,"Bowerman, Tim",1.0,2-0,1,0,1,0,0,0,0,0,0,0-0,1.0,1.0
Marywood University,Atlantic East,2025,"Hudson, Will",0.667,4-1,3,3,2,0,0,0,2,2,0,0-0,0.833,0.667
Marywood University,Atlantic East,2025,"McCain, Coleman",0.429,6-2,14,1,6,1,1,0,5,0,1,0-0,0.429,0.643
Marywood University,Atlantic East,2025,"Schmidt, Jonathan",0.3,11-4,20,1,6,3,0,0,5,1,4,1-1,0.364,0.45
Marywood University,Atlantic East,2025,"Slusser, Max",0.286,19-17,56,7,16,4,0,1,13,6,22,0-0,0.369,0.411
Marywood University,Atlantic East,2025,"Reccek, Ethan",0.25,17-11,28,4,7,1,0,0,7,7,8,0-0,0.476,0.286
Marywood University,Atlantic East,2025,"Robinson, Jaylen",0.25,4-3,12,3,3,0,0,0,1,2,3,0-0,0.357,0.25
Marywood University,Atlantic East,2025,"Day, Thomas",0.2,10-6,25,6,5,2,1,0,1,1,4,0-0,0.259,0.36
Marywood University,Atlantic East,2025,"Wells, Avery",0.2,6-2,10,1,2,1,0,0,2,0,2,0-0,0.2,0.3
Marywood University,Atlantic East,2025,"Aguiar, Dayton",0.2,11-1,5,1,1,0,0,0,1,0,2,3-4,0.167,0.2
Marywood University,Atlantic East,2025,"Ruiz, Nick",0.191,27-22,68,7,13,2,0,0,6,4,15,3-4,0.243,0.221
Marywood University,Atlantic East,2025,"Rasimovich, Connor",0.105,9-6,19,0,2,1,0,0,1,0,9,0-0,0.19,0.158
Marywood University,Atlantic East,2025,"Levine, Ethan",0.091,9-2,11,2,1,0,0,0,0,1,0,0-0,0.286,0.091
Marywood University,Atlantic East,2025,"Kohut, Cameron",0.0,2-2,6,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Marywood University,Atlantic East,2025,"Fagnant, Matt",0.0,3-0,3,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marywood University,Atlantic East,2025,"Becker, Collin",0.0,4-1,3,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Marywood University,Atlantic East,2025,"Palma, Dom",0.0,2-0,0,0,0,0,0,0,0,0,0,0-0,1.0,0.0
Marywood University,Atlantic East,2024,"D'Auria, Vinny",0.366,34-34,123,32,45,12,3,1,22,20,17,4-5,0.459,0.537
Marywood University,Atlantic East,2024,"Gatchalian, Tristan",0.345,32-25,87,17,30,7,0,1,19,17,12,1-2,0.473,0.46
Marywood University,Atlantic East,2024,"Michak, Christian",0.336,37-37,137,46,46,7,1,2,23,16,20,23-26,0.446,0.445
Marywood University,Atlantic East,2024,"Giannetti, AJ",0.33,33-32,106,21,35,7,0,1,18,16,20,1-1,0.458,0.425
Marywood University,Atlantic East,2024,"Ginsberg, Adam",0.311,37-37,135,30,42,7,0,1,31,21,13,8-11,0.415,0.385
Marywood University,Atlantic East,2024,"Slusser, Max",0.305,31-30,95,19,29,8,0,1,26,20,17,2-2,0.442,0.421
Marywood University,Atlantic East,2024,"Kohut, Cameron",0.223,31-29,94,17,21,1,0,1,10,12,28,1-3,0.308,0.266
Marywood University,Atlantic East,2024,"McCain, Coleman",0.4,4-0,5,2,2,0,0,0,3,0,0,0-0,0.5,0.4
Marywood University,Atlantic East,2024,"Thomas, Chris",0.4,4-2,5,0,2,0,0,0,0,3,1,0-0,0.625,0.4
Marywood University,Atlantic East,2024,"Ayers, Joel",0.389,28-27,90,32,35,6,2,2,27,17,12,3-6,0.513,0.567
Marywood University,Atlantic East,2024,"Ruiz, Nick",0.314,19-15,35,7,11,0,0,0,8,5,4,2-2,0.415,0.314
Marywood University,Atlantic East,2024,"Galantini, Joey",0.289,19-13,45,6,13,1,0,0,5,6,7,0-0,0.404,0.311
Marywood University,Atlantic East,2024,"Levine, Ethan",0.286,6-0,7,1,2,1,0,0,3,1,0,0-0,0.375,0.429
Marywood University,Atlantic East,2024,"Robinson, Jaylen",0.286,4-1,7,2,2,0,0,0,1,1,1,0-0,0.375,0.286
Marywood University,Atlantic East,2024,"Yannelli, Joe",0.271,27-23,59,16,16,4,0,0,7,12,16,2-4,0.418,0.339
Marywood University,Atlantic East,2024,"Rasimovich, Connor",0.217,10-7,23,6,5,0,2,1,3,3,8,2-2,0.379,0.522
Marywood University,Atlantic East,2024,"Tiedemann, Danny",0.2,16-3,5,1,1,0,0,0,0,0,4,0-0,0.2,0.2
Marywood University,Atlantic East,2024,"Kuzior, AJ",0.197,26-19,66,5,13,0,1,0,10,3,20,0-1,0.28,0.227
Marywood University,Atlantic East,2024,"Anderson, Adam",0.167,4-0,6,1,1,1,0,0,2,0,1,0-0,0.167,0.333
Marywood University,Atlantic East,2024,"Daly, James",0.167,5-2,6,0,1,0,0,0,1,1,2,0-0,0.25,0.167
Marywood University,Atlantic East,2024,"Becker, Collin",0.167,4-0,6,0,1,0,0,0,1,1,2,0-0,0.286,0.167
Marywood University,Atlantic East,2024,"Bruno, Joseph",0.042,23-8,24,0,1,0,0,0,3,0,7,2-3,0.042,0.042
Marywood University,Atlantic East,2024,"Day, Thomas",0.0,6-0,6,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Marywood University,Atlantic East,2024,"Fagnant, Matt",0.0,2-0,2,1,0,0,0,0,0,1,2,0-0,0.333,0.0
Marywood University,Atlantic East,2024,"Cossa, Danny",0.0,8-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2024,"Gelabert, Anthony",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Marywood University,Atlantic East,2024,"Nocero, Mike",0.0,3-0,1,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2024,"Bury, Tanner",0.0,3-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Marywood University,Atlantic East,2024,"Hudson, Will",0.0,1-0,0,1,0,0,0,0,0,1,0,0-0,1.0,0.0
Marywood University,Atlantic East,2023,"D'Auria, Vinny",0.382,37-37,131,29,50,6,3,0,31,20,21,15-19,0.458,0.473
Marywood University,Atlantic East,2023,"Slusser, Max",0.378,37-35,119,23,45,6,0,3,30,27,32,1-1,0.487,0.504
Marywood University,Atlantic East,2023,"Michak, Christian",0.333,36-36,135,41,45,9,2,2,24,17,29,30-33,0.427,0.474
Marywood University,Atlantic East,2023,"Ginsberg, Adam",0.295,37-36,132,27,39,6,0,0,15,16,14,11-13,0.391,0.341
Marywood University,Atlantic East,2023,"Giannetti, AJ",0.26,33-31,96,16,25,4,1,0,14,20,12,2-3,0.403,0.323
Marywood University,Atlantic East,2023,"Tiedemann, Danny",0.203,30-19,59,6,12,3,0,0,3,5,17,0-1,0.277,0.254
Marywood University,Atlantic East,2023,"Carty, Jordan",0.4,4-1,5,0,2,0,0,0,0,2,0,0-0,0.571,0.4
Marywood University,Atlantic East,2023,"Bruno, Joseph",0.321,26-19,53,12,17,5,1,2,12,2,11,6-6,0.339,0.566
Marywood University,Atlantic East,2023,"Anderson, Adam",0.273,6-4,11,2,3,1,0,0,2,1,7,0-0,0.4,0.364
Marywood University,Atlantic East,2023,"Daly, James",0.267,11-9,30,1,8,3,0,0,9,4,6,1-1,0.353,0.367
Marywood University,Atlantic East,2023,"Egan, Robert",0.265,14-10,34,9,9,3,1,0,4,7,16,0-0,0.419,0.412
Marywood University,Atlantic East,2023,"Myers, James",0.254,21-19,63,11,16,3,1,0,7,11,20,0-0,0.395,0.333
Marywood University,Atlantic East,2023,"Kuzior, AJ",0.253,27-23,83,8,21,3,0,0,8,6,20,1-1,0.308,0.289
Marywood University,Atlantic East,2023,"Galantini, Joey",0.25,26-26,88,15,22,5,0,0,9,5,24,1-2,0.313,0.307
Marywood University,Atlantic East,2023,"Roma, Quinton",0.25,20-15,60,9,15,1,0,0,7,7,7,0-1,0.328,0.267
Marywood University,Atlantic East,2023,"Yannelli, Joe",0.25,11-5,16,4,4,1,0,0,2,4,6,1-2,0.4,0.313
Marywood University,Atlantic East,2023,"Fagnant, Matt",0.25,4-0,4,1,1,0,0,0,2,1,1,0-0,0.4,0.25
Marywood University,Atlantic East,2023,"Evans, Ryan",0.222,6-2,9,1,2,0,0,0,1,3,3,0-0,0.417,0.222
Marywood University,Atlantic East,2023,"Thomas, Chris",0.216,14-11,37,3,8,0,0,0,5,9,6,4-4,0.37,0.216
Marywood University,Atlantic East,2023,"Gelabert, Anthony",0.214,8-3,14,1,3,0,0,0,1,1,2,0-0,0.313,0.214
Marywood University,Atlantic East,2023,"Ryan, Max",0.2,16-9,5,0,1,0,0,0,1,2,1,0-0,0.375,0.2
Marywood University,Atlantic East,2023,"Morin, Kyle",0.105,9-5,19,3,2,0,0,0,3,4,12,0-0,0.25,0.105
Marywood University,Atlantic East,2023,"McCain, Coleman",0.1,6-2,10,1,1,0,0,0,0,1,1,0-0,0.182,0.1
Marywood University,Atlantic East,2023,"Becker, Collin",0.0,5-1,6,2,0,0,0,0,0,4,5,0-0,0.4,0.0
Marywood University,Atlantic East,2022,"Schuster, Jake",0.403,36-36,124,40,50,10,4,6,30,27,33,3-5,0.522,0.694
Marywood University,Atlantic East,2022,"Tempel, Michael",0.29,37-37,138,35,40,6,1,2,28,18,17,7-9,0.38,0.391
Marywood University,Atlantic East,2022,"Gravel, Ben",0.274,28-27,84,13,23,2,1,0,11,15,20,1-1,0.413,0.321
Marywood University,Atlantic East,2022,"Morin, Kyle",0.269,36-36,119,27,32,10,0,4,28,26,34,3-4,0.395,0.454
Marywood University,Atlantic East,2022,"Theobald, Morgan",0.256,37-37,129,24,33,11,3,1,22,18,32,19-19,0.357,0.411
Marywood University,Atlantic East,2022,"D'Auria, Vinny",0.252,35-35,135,28,34,9,3,4,15,18,30,8-12,0.342,0.452
Marywood University,Atlantic East,2022,"Myers, James",0.212,34-33,99,19,21,8,0,2,20,19,27,0-0,0.382,0.354
Marywood University,Atlantic East,2022,"Evans, Ryan",0.364,6-3,11,2,4,1,0,0,3,2,3,0-0,0.5,0.455
Marywood University,Atlantic East,2022,"Egan, Robert",0.353,9-5,17,2,6,0,0,0,3,2,3,0-1,0.421,0.353
Marywood University,Atlantic East,2022,"Bruno, Joseph",0.296,23-13,27,10,8,0,2,0,3,4,6,3-3,0.394,0.444
Marywood University,Atlantic East,2022,"Slusser, Max",0.271,19-18,59,8,16,4,0,2,11,15,16,0-0,0.427,0.441
Marywood University,Atlantic East,2022,"Ortiz, Matthew",0.259,21-17,54,9,14,2,1,0,8,3,11,0-1,0.375,0.333
Marywood University,Atlantic East,2022,"Roma, Quinton",0.25,25-23,76,12,19,3,0,0,11,6,14,4-5,0.306,0.289
Marywood University,Atlantic East,2022,"Giannetti, AJ",0.216,13-11,37,5,8,2,0,0,1,5,4,0-0,0.356,0.27
Marywood University,Atlantic East,2022,"Chorba, Paul",0.2,4-3,10,0,2,0,0,0,1,1,1,0-0,0.273,0.2
